Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"click(findTestObject(""TypeOfService/Type of service-10/Page_ODTS System/a_Xem Hng Dn""))",Chrome 72.0.3626.119,,2019-03-01 15:35:26,2019-03-01 15:35:26,0.471s,PASSED
"click(findTestObject(""TypeOfService/Type of service-10/Page_ODTS System/fieldSearch""))",Chrome 72.0.3626.119,,2019-03-01 15:35:26,2019-03-01 15:35:26,0.300s,PASSED
"setText(findTestObject(""TypeOfService/Type of service-10/Page_ODTS System/input""), ""anhtest"")",Chrome 72.0.3626.119,,2019-03-01 15:35:26,2019-03-01 15:35:27,0.335s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:35:27,2019-03-01 15:35:28,1.035s,PASSED
"click(findTestObject(""TypeOfService/Type of service-10/Page_ODTS System/button_anhtest_btn btn-warning""))",Chrome 72.0.3626.119,,2019-03-01 15:35:28,2019-03-01 15:35:28,0.242s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:35:28,2019-03-01 15:35:29,1.049s,PASSED
"setText(findTestObject(""TypeOfService/Type of service-10/Page_ODTS System/input_Ni dung hng dn_siGuideli""), ""anhtest22"")",Chrome 72.0.3626.119,,2019-03-01 15:35:29,2019-03-01 15:35:29,0.255s,PASSED
UDATE = SimpleDateFormat(dd/MM/yyyy).format(getInstance().getTime()),Chrome 72.0.3626.119,,2019-03-01 15:35:29,2019-03-01 15:35:29,0.001s,PASSED
writer = null,Chrome 72.0.3626.119,,2019-03-01 15:35:29,2019-03-01 15:35:29,0.001s,PASSED
try,Chrome 72.0.3626.119,,2019-03-01 15:35:29,2019-03-01 15:35:29,0.004s,PASSED
Finally,Chrome 72.0.3626.119,,2019-03-01 15:35:29,2019-03-01 15:35:29,0.012s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:35:29,2019-03-01 15:35:30,1.085s,PASSED
"click(findTestObject(""TypeOfService/Type of service-10/Page_ODTS System/button_Cp Nht""))",Chrome 72.0.3626.119,,2019-03-01 15:35:30,2019-03-01 15:35:31,0.199s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:35:31,2019-03-01 15:35:32,1.161s,PASSED
"click(findTestObject(""TypeOfService/Type of service-10/Page_ODTS System/button_OK""))",Chrome 72.0.3626.119,,2019-03-01 15:35:32,2019-03-01 15:35:32,0.223s,PASSED
"verifyElementText(findTestObject(""TypeOfService/Type of service-10/Page_ODTS System/td_anhtest22""), ""anhtest22"")",Chrome 72.0.3626.119,,2019-03-01 15:35:32,2019-03-01 15:35:32,0.109s,PASSED
CDATE = null,Chrome 72.0.3626.119,,2019-03-01 15:35:32,2019-03-01 15:35:32,0.000s,PASSED
br = null,Chrome 72.0.3626.119,,2019-03-01 15:35:32,2019-03-01 15:35:32,0.001s,PASSED
try,Chrome 72.0.3626.119,,2019-03-01 15:35:32,2019-03-01 15:35:32,0.020s,PASSED
Finally,Chrome 72.0.3626.119,,2019-03-01 15:35:32,2019-03-01 15:35:32,0.003s,PASSED
"verifyElementText(findTestObject(""TypeOfService/Type of service-10/Page_ODTS System/td_25022019""), CDATE)",Chrome 72.0.3626.119,,2019-03-01 15:35:32,2019-03-01 15:35:32,0.348s,PASSED
"verifyElementText(findTestObject(""TypeOfService/Type of service-10/Page_ODTS System/td_25022019""), UDATE)",Chrome 72.0.3626.119,,2019-03-01 15:35:32,2019-03-01 15:35:33,0.305s,PASSED
closeBrowser(),Chrome 72.0.3626.119,,2019-03-01 15:35:33,2019-03-01 15:35:34,1.338s,PASSED
,,,,,,
Test Cases/TypeOfService/Type of service-11,Chrome 72.0.3626.119,,2019-03-01 15:35:34,2019-03-01 15:35:53,19.255s,PASSED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-03-01 15:35:35,2019-03-01 15:35:37,2.564s,PASSED
"navigateToUrl(""http://helpdesk.wisky.vn/"")",Chrome 72.0.3626.119,,2019-03-01 15:35:37,2019-03-01 15:35:42,5.312s,PASSED
"setText(findTestObject(""TypeOfService/Type of service-11/Page_ODTS System/input_ODTS_username""), ""admin01"")",Chrome 72.0.3626.119,,2019-03-01 15:35:42,2019-03-01 15:35:43,0.298s,PASSED
"setEncryptedText(findTestObject(""TypeOfService/Type of service-11/Page_ODTS System/input_ODTS_password""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.119,,2019-03-01 15:35:43,2019-03-01 15:35:43,0.294s,PASSED
"click(findTestObject(""TypeOfService/Type of service-11/Page_ODTS System/button_ng Nhp""))",Chrome 72.0.3626.119,,2019-03-01 15:35:43,2019-03-01 15:35:43,0.209s,PASSED
"click(findTestObject(""TypeOfService/Type of service-09/Page_ODTS System/a_Loi Dch V""))",Chrome 72.0.3626.119,,2019-03-01 15:35:43,2019-03-01 15:35:46,3.022s,PASSED
"click(findTestObject(""TypeOfService/Type of service-11/Page_ODTS System/a_Xem Dch V""))",Chrome 72.0.3626.119,,2019-03-01 15:35:46,2019-03-01 15:35:48,1.353s,PASSED
"click(findTestObject(""TypeOfService/Type of service-11/Page_ODTS System/a_Xem Hng Dn""))",Chrome 72.0.3626.119,,2019-03-01 15:35:48,2019-03-01 15:35:48,0.654s,PASSED
"click(findTestObject(""TypeOfService/Type of service-11/Page_ODTS System/fieldSearch""))",Chrome 72.0.3626.119,,2019-03-01 15:35:48,2019-03-01 15:35:49,0.705s,PASSED
"setText(findTestObject(""TypeOfService/Type of service-11/Page_ODTS System/input""), ""anhtest22"")",Chrome 72.0.3626.119,,2019-03-01 15:35:49,2019-03-01 15:35:49,0.279s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:35:49,2019-03-01 15:35:50,1.013s,PASSED
"click(findTestObject(""TypeOfService/Type of service-11/Page_ODTS System/button_anhtest22_btn btn-dange""))",Chrome 72.0.3626.119,,2019-03-01 15:35:50,2019-03-01 15:35:50,0.224s,PASSED
"click(findTestObject(""TypeOfService/Type of service-11/Page_ODTS System/button_Chp Nhn Xa""))",Chrome 72.0.3626.119,,2019-03-01 15:35:50,2019-03-01 15:35:51,0.253s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:35:51,2019-03-01 15:35:52,1.087s,PASSED
"click(findTestObject(""TypeOfService/Type of service-11/Page_ODTS System/button_OK""))",Chrome 72.0.3626.119,,2019-03-01 15:35:52,2019-03-01 15:35:52,0.172s,PASSED
"verifyElementVisible(findTestObject(""TypeOfService/Type of service-11/Page_ODTS System/td_Khng c d liu ph hp""))",Chrome 72.0.3626.119,,2019-03-01 15:35:52,2019-03-01 15:35:52,0.179s,PASSED
writer2 = new java.io.PrintWriter(C:\Users\pc\HelpdeskAutomation\creDateGuide.txt),Chrome 72.0.3626.119,,2019-03-01 15:35:52,2019-03-01 15:35:52,0.006s,PASSED
"writer2.print("""")",Chrome 72.0.3626.119,,2019-03-01 15:35:52,2019-03-01 15:35:52,0.003s,PASSED
writer2.close(),Chrome 72.0.3626.119,,2019-03-01 15:35:52,2019-03-01 15:35:52,0.001s,PASSED
writer = new java.io.PrintWriter(C:\Users\pc\HelpdeskAutomation\upDateGuide.txt),Chrome 72.0.3626.119,,2019-03-01 15:35:52,2019-03-01 15:35:52,0.001s,PASSED
"writer.print("""")",Chrome 72.0.3626.119,,2019-03-01 15:35:52,2019-03-01 15:35:52,0.001s,PASSED
writer.close(),Chrome 72.0.3626.119,,2019-03-01 15:35:52,2019-03-01 15:35:52,0.001s,PASSED
closeBrowser(),Chrome 72.0.3626.119,,2019-03-01 15:35:52,2019-03-01 15:35:53,1.194s,PASSED
