Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TypeOfService09-10-11,Chrome 72.0.3626.121,,2019-03-25 09:56:20,2019-03-25 09:57:05,44.811s,PASSED
,,,,,,
Test Cases/TypeOfService/Type of service-09,Chrome 72.0.3626.121,,2019-03-25 09:56:21,2019-03-25 09:56:39,18.505s,PASSED
"openBrowser("""")",Chrome 72.0.3626.121,,2019-03-25 09:56:21,2019-03-25 09:56:25,4.093s,PASSED
"navigateToUrl(""http://helpdesk.wisky.vn/"")",Chrome 72.0.3626.121,,2019-03-25 09:56:25,2019-03-25 09:56:26,1.156s,PASSED
"setText(findTestObject(""TypeOfService/Type of service-09/Page_ODTS System/input_ODTS_username""), ""admin01"")",Chrome 72.0.3626.121,,2019-03-25 09:56:26,2019-03-25 09:56:26,0.207s,PASSED
"setEncryptedText(findTestObject(""TypeOfService/Type of service-09/Page_ODTS System/input_ODTS_password""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.121,,2019-03-25 09:56:26,2019-03-25 09:56:27,0.210s,PASSED
"click(findTestObject(""TypeOfService/Type of service-09/Page_ODTS System/button_ng Nhp""))",Chrome 72.0.3626.121,,2019-03-25 09:56:27,2019-03-25 09:56:27,0.125s,PASSED
"click(findTestObject(""TypeOfService/Type of service-09/Page_ODTS System/a_Loi Dch V""))",Chrome 72.0.3626.121,,2019-03-25 09:56:27,2019-03-25 09:56:28,1.285s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 09:56:28,2019-03-25 09:56:29,1.136s,PASSED
"click(findTestObject(""TypeOfService/Type of service-09/Page_ODTS System/a_Xem Dch V""))",Chrome 72.0.3626.121,,2019-03-25 09:56:29,2019-03-25 09:56:29,0.314s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 09:56:29,2019-03-25 09:56:31,1.094s,PASSED
"click(findTestObject(""TypeOfService/Type of service-09/Page_ODTS System/a_Xem Hng Dn""))",Chrome 72.0.3626.121,,2019-03-25 09:56:31,2019-03-25 09:56:31,0.349s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 09:56:31,2019-03-25 09:56:32,1.027s,PASSED
"click(findTestObject(""TypeOfService/Type of service-09/Page_ODTS System/font_To Hng Dn""))",Chrome 72.0.3626.121,,2019-03-25 09:56:32,2019-03-25 09:56:32,0.109s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 09:56:32,2019-03-25 09:56:33,1.040s,PASSED
"setText(findTestObject(""TypeOfService/Type of service-09/Page_ODTS System/input_Ni dung hng dn_siGuideli""), ""anhtest"")",Chrome 72.0.3626.121,,2019-03-25 09:56:33,2019-03-25 09:56:33,0.176s,PASSED
CDATE = SimpleDateFormat(dd/MM/yyyy).format(getInstance().getTime()),Chrome 72.0.3626.121,,2019-03-25 09:56:33,2019-03-25 09:56:33,0.042s,PASSED
writer = null,Chrome 72.0.3626.121,,2019-03-25 09:56:33,2019-03-25 09:56:33,0.023s,PASSED
writer2 = null,Chrome 72.0.3626.121,,2019-03-25 09:56:33,2019-03-25 09:56:33,0.002s,PASSED
try,Chrome 72.0.3626.121,,2019-03-25 09:56:33,2019-03-25 09:56:33,0.106s,PASSED
Finally,Chrome 72.0.3626.121,,2019-03-25 09:56:33,2019-03-25 09:56:33,0.043s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 09:56:33,2019-03-25 09:56:34,1.034s,PASSED
"click(findTestObject(""TypeOfService/Type of service-09/Page_ODTS System/button_To Mi""))",Chrome 72.0.3626.121,,2019-03-25 09:56:34,2019-03-25 09:56:35,0.121s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 09:56:35,2019-03-25 09:56:36,1.019s,PASSED
