Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TypeOfService09-10-11,Chrome 72.0.3626.119,,2019-02-25 15:08:30,2019-02-25 15:10:01,1m - 31.016s,FAILED
,,,,,,
Test Cases/TypeOfService/typeOfService09,Chrome 72.0.3626.119,,2019-02-25 15:08:31,2019-02-25 15:08:57,26.363s,PASSED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-02-25 15:08:31,2019-02-25 15:08:36,5.005s,PASSED
"navigateToUrl(""http://helpdesk.wisky.vn/"")",Chrome 72.0.3626.119,,2019-02-25 15:08:36,2019-02-25 15:08:43,7.435s,PASSED
"setText(findTestObject(""Object Repository/TypeOfService/TypeOfService09/Page_ODTS System/input_ODTS_username""), ""admin01"")",Chrome 72.0.3626.119,,2019-02-25 15:08:43,2019-02-25 15:08:44,0.270s,PASSED
"setEncryptedText(findTestObject(""Object Repository/TypeOfService/TypeOfService09/Page_ODTS System/input_ODTS_password""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.119,,2019-02-25 15:08:44,2019-02-25 15:08:44,0.240s,PASSED
"click(findTestObject(""Object Repository/TypeOfService/TypeOfService09/Page_ODTS System/button_ng Nhp""))",Chrome 72.0.3626.119,,2019-02-25 15:08:44,2019-02-25 15:08:44,0.197s,PASSED
"click(findTestObject(""Object Repository/TypeOfService/TypeOfService09/Page_ODTS System/a_Loi Dch V""))",Chrome 72.0.3626.119,,2019-02-25 15:08:44,2019-02-25 15:08:46,1.983s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-02-25 15:08:46,2019-02-25 15:08:47,1.270s,PASSED
"click(findTestObject(""Object Repository/TypeOfService/TypeOfService09/Page_ODTS System/a_Xem Dch V""))",Chrome 72.0.3626.119,,2019-02-25 15:08:47,2019-02-25 15:08:48,0.339s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-02-25 15:08:48,2019-02-25 15:08:49,1.111s,PASSED
"click(findTestObject(""Object Repository/TypeOfService/TypeOfService09/Page_ODTS System/a_Xem Hng Dn""))",Chrome 72.0.3626.119,,2019-02-25 15:08:49,2019-02-25 15:08:49,0.304s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-02-25 15:08:49,2019-02-25 15:08:50,1.019s,PASSED
